event,sentence
"('George,Paul', 'trb', '9')","PLAYER_LAST was magnificent in defeat, scoring 19 straight in the overtimes and adding STAT rebounds and STAT assists."
"('George,Paul', 'ast', '9')","PLAYER_LAST was magnificent in defeat, scoring 19 straight in the overtimes and adding STAT rebounds and STAT assists."
"('James,LeBron', 'fg3', '3')","Love followed with a STAT pointer, and after Indiana called timeout, a heated Thompson stormed to the bench and shouted at James."
"('Love,Kevin', 'fg3', '3')","PLAYER_LAST followed with a STAT pointer, and after Indiana called timeout, a heated Thompson stormed to the bench and shouted at James."
"('Stephenson,Lance', 'fg', '2')","The STAT have battled before, with PLAYER_LAST infamously blowing into James' ear during the 2014 Eastern Conference finals."
"('Love,Kevin', 'pts', '20')", seconds and PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds as Cleveland stayed within a half game of Boston for the East's top spot.
"('Love,Kevin', 'trb', '12')", seconds and PLAYER_FIRST PLAYER_LAST had STAT rebounds as Cleveland stayed within a half game of Boston for the East's top spot.
"('Stephenson,Lance', 'pts', '4')", TIP INS Pacers: PLAYER_FIRST PLAYER_LAST scored STAT points and committed five fouls in 18 minutes of his first game since returning to Indiana.
"('Bogdanovic,Bojan', 'pts', '20')"," Bradley Beal and PLAYER_FIRST PLAYER_LAST scored STAT points apiece for Washington, which hit 10 3s of its own."
"('Green,Draymond', 'pts', '11')","PLAYER_FIRST PLAYER_LAST had his 19th career triple double and fifth this season with STAT points, _STAT_ assists and 12 rebounds."
"('Green,Draymond', 'trb', '11')",PLAYER_FIRST PLAYER_LAST had his 19th career triple double and fifth this season with STAT _STAT_ assists and 12 rebounds.
"('Green,Draymond', 'ast', '13')",PLAYER_FIRST PLAYER_LAST had his 19th career triple double and fifth this season with 11 STAT assists and 12 rebounds.
"('WAS', 'fg3', '10')"," Bradley Beal and Bojan Bogdanovic scored _STAT_ apiece for Washington, which hit 10 3s of its own."
"('Beal,Bradley', 'pts', '20')"," PLAYER_FIRST PLAYER_LAST and Bojan Bogdanovic scored STAT points apiece for Washington, which hit 10 3s of its own."
"('HOU', 'pts', '123')","That motivated the veteran guard to play well, which Beverley did in the Rockets' 123 116 win over the Phoenix Suns."
"('Beverley,Patrick', 'pts', '26')",PLAYER_LAST scored a career high STAT points and the Rockets sent the Suns to their 12th straight loss without Harden in the lineup.
"('Booker,Devin', 'ast', '9')","Ulis, a rookie, added STAT rebounds and STAT assists, and PLAYER_FIRST PLAYER_LAST scored 27 for the Suns."
"('Booker,Devin', 'ast', '9')","Ulis, a rookie, added STAT rebounds and STAT assists, and PLAYER_FIRST PLAYER_LAST scored 27 for the Suns."
"('Booker,Devin', 'pts', '27')","Ulis, a rookie, added nine rebounds and nine assists, and PLAYER_FIRST PLAYER_LAST scored STAT for the Suns."
"('Beverley,Patrick', 'ast', '9')"," Beverley, who added STAT assists and eight rebounds, played despite a sore right ankle and scored 11 of his in the third quarter."
"('Beverley,Patrick', 'trb', '8')"," Beverley, who added nine assists and STAT rebounds, played despite a sore right ankle and scored 11 of his in the third quarter."
"('Beverley,Patrick', 'fg', '11')"," Beverley, who added nine assists and eight rebounds, played despite a sore right ankle and scored STAT of his in the third quarter."
"('Ulis,Tyler', 'trb', '9')","Ulis, a rookie, added STAT rebounds and STAT assists, and Devin Booker scored 27 for the Suns."
"('Ulis,Tyler', 'ast', '9')","Ulis, a rookie, added STAT rebounds and STAT assists, and Devin Booker scored 27 for the Suns."
"('Ulis,Tyler', 'trb', '9')","Ulis, a rookie, added STAT rebounds and STAT assists, and Devin Booker scored 27 for the Suns."
"('Ulis,Tyler', 'ast', '9')","Ulis, a rookie, added STAT rebounds and STAT assists, and Devin Booker scored 27 for the Suns."
"('Ulis,Tyler', 'fg3', '3')",The Suns went on a 13 2 run that ended with Ulis' STAT point play.
"('PHO', 'pts', '116')","That motivated the veteran guard to play well, which Beverley did in the Rockets' 123 116 win over the Phoenix Suns."
"('Lillard,Damian', 'pts', '25')"," PLAYER_FIRST PLAYER_LAST scored STAT points but made just 7 of 21 shots, including 3 of 11 3 pointers."
"('Lillard,Damian', 'fg', '7')"," PLAYER_FIRST PLAYER_LAST scored _STAT_ but made just STAT of 21 shots, including 3 of 11 3 pointers."
"('Lillard,Damian', 'fg3', '3')"," PLAYER_FIRST PLAYER_LAST scored _STAT_ but made just 7 of 21 shots, including STAT of 11 STAT pointers."
"('Lillard,Damian', 'fg3', '3')"," PLAYER_FIRST PLAYER_LAST scored _STAT_ but made just 7 of 21 shots, including STAT of 11 STAT pointers."
"('Towns,Karl-Anthony', 'pts', '34')","The sleek lineup put the Blazers in control with a STAT point second quarter, but the 7 foot PLAYER_LAST had his way in the fourth."
"('Towns,Karl-Anthony', 'fg3', '0')","The sleek lineup put the Blazers in control with a 34 point second quarter, but the 7 foot PLAYER_LAST had his way in the fourth."
"('Rush,Brandon', 'pts', '12')","Timberwolves: PLAYER_FIRST PLAYER_LAST scored STAT points, giving him back to back double digit efforts for the first time since Jan."
"('Lillard,Damian', 'fg3', '3')","Lillard's first STAT of the game in the third quarter gave him 200 for the season, the third time he's done that in his career."
"('Kilpatrick,Sean', 'fg3', '3')",PLAYER_LAST hit STAT 3s in the half.
"('Lopez,Brook', 'pts', '16')",Jeremy Lin and PLAYER_FIRST PLAYER_LAST each scored STAT points to lead the Nets to 141 118 rout of the 76ers on Tuesday night.
"('Lin,Jeremy', 'pts', '16')",PLAYER_FIRST PLAYER_LAST and Brook Lopez each scored STAT points to lead the Nets to 141 118 rout of the 76ers on Tuesday night.
"('BRK', 'fg3', '16')",Jeremy Lin and Brook Lopez each scored _STAT_ to lead the Nets to 141 118 rout of the 76ers on Tuesday night.
"('BRK', 'pts', '141')",Jeremy Lin and Brook Lopez each scored _STAT_ points to lead the Nets to 141 118 rout of the 76ers on Tuesday night.
"('Williams,Marvin', 'fg', '0')",PLAYER_FIRST PLAYER_LAST was STAT of 6 from the field after shooting 47.9 percent in his previous 16 games.
"('Williams,Marvin', 'fg3', '0')",PLAYER_FIRST PLAYER_LAST was STAT of 6 from the field after shooting 47.9 percent in his previous 16 games.
"('Smith,Jason', 'pts', '17')", SMITH FROM LONG RANGE Wizards big man PLAYER_FIRST PLAYER_LAST scored a season high STAT points on a career high five 3 pointers.
"('Smith,Jason', 'fg3', '5')", SMITH FROM LONG RANGE Wizards big man PLAYER_FIRST PLAYER_LAST scored a season high _STAT_ on a career high STAT 3 pointers.
"('Beal,Bradley', 'pts', '19')",PLAYER_FIRST PLAYER_LAST had STAT points.
"('Walker,Kemba', 'pts', '37')"," Wall helped the Wizards overcome a STAT point performance by PLAYER_FIRST Walker, who went cold with the rest of his teammates."
"('WAS', 'fg3', '17')", SMITH FROM LONG RANGE Wizards big man Jason Smith scored a season high _STAT_ on a career high five 3 pointers.
"('Korver,Kyle', 'pts', '11')",Cavaliers: F PLAYER_FIRST PLAYER_LAST returned after missing STAT games with a sore left foot and scored STAT in 12 minutes.
"('Korver,Kyle', 'pts', '11')",Cavaliers: F PLAYER_FIRST PLAYER_LAST returned after missing STAT games with a sore left foot and scored STAT in 12 minutes.
"('Irving,Kyrie', 'pts', '24')",PLAYER_FIRST PLAYER_LAST added STAT points and J.R.
"('James,LeBron', 'pts', '18')","PLAYER_LAST finished with STAT points, _STAT_ rebounds and _STAT_ assists before checking out with 5:11 left."
"('James,LeBron', 'trb', '11')",PLAYER_LAST finished with 18 STAT rebounds and STAT assists before checking out with 5:11 left.
"('James,LeBron', 'ast', '11')",PLAYER_LAST finished with 18 STAT rebounds and STAT assists before checking out with 5:11 left.
"('James,LeBron', 'trb', '11')",PLAYER_LAST finished with 18 STAT rebounds and STAT assists before checking out with 5:11 left.
"('James,LeBron', 'ast', '11')",PLAYER_LAST finished with 18 STAT rebounds and STAT assists before checking out with 5:11 left.
"('Fournier,Evan', 'pts', '21')"," PLAYER_FIRST PLAYER_LAST scored STAT for Orlando, which has lost five in a row and six of seven."
"('Fournier,Evan', 'fg', '5')"," PLAYER_FIRST PLAYER_LAST scored 21 for Orlando, which has lost STAT in a row and six of seven."
"('Valanciunas,Jonas', 'pts', '10')",PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds while DeMarre Carroll had _STAT_ points and Cory Joseph scored 10.
"('Valanciunas,Jonas', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds while DeMarre Carroll had Cory Joseph scored 10.
"('Valanciunas,Jonas', 'pts', '10')",PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds while DeMarre Carroll had _STAT_ points and Cory Joseph scored 10.
"('Valanciunas,Jonas', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds while DeMarre Carroll had Cory Joseph scored 10.
"('Joseph,Cory', 'pts', '10')",Jonas Valanciunas had STAT points and STAT rebounds while DeMarre Carroll had _STAT_ points and PLAYER_FIRST PLAYER_LAST scored 10.
"('Joseph,Cory', 'pts', '10')",Jonas Valanciunas had STAT points and STAT rebounds while DeMarre Carroll had _STAT_ points and PLAYER_FIRST PLAYER_LAST scored 10.
"('Young,Thaddeus', 'pts', '15')","PLAYER_FIRST PLAYER_LAST scored STAT points, his fifth straight game in double figures."
"('Teague,Jeff', 'pts', '20')",Pacers: PLAYER_LAST finished with STAT points and six assists.
"('Teague,Jeff', 'ast', '6')",Pacers: PLAYER_LAST finished with STAT assists.
"('Carroll,DeMarre', 'pts', '11')",Jonas Valanciunas had _STAT_ points and _STAT_ rebounds while PLAYER_FIRST PLAYER_LAST had STAT points and Cory Joseph scored 10.
"('Harris,Gary', 'fg', '10')"," PLAYER_LAST was the game's most accurate shooter, hitting STAT of 12 shots, including both 3 pointers he attempted."
"('Chandler,Wilson', 'pts', '18')","PLAYER_LAST scored STAT for Denver, which shot 53.3 percent (53 of 99)."
"('Davis,Anthony', 'pts', '41')", PLAYER_FIRST PLAYER_LAST had STAT points and four blocks.
"('Davis,Anthony', 'blk', '4')", PLAYER_FIRST PLAYER_LAST had STAT blocks.
"('Murray,Jamal', 'pts', '16')",PLAYER_FIRST PLAYER_LAST added STAT and Mudiay finished with 15.
"('Hill,Solomon', 'pts', '15')","PLAYER_FIRST PLAYER_LAST scored STAT and E'Twaun Moore 13 for the Pelicans, who shot 51 percent."
"('NOP', 'fg', '51')","Solomon Hill scored 15 and E'Twaun Moore 13 for the Pelicans, who shot 51 percent."
"('Harris,Gary', 'ft', '1')","PLAYER_LAST missed STAT free throw, giving New Orleans STAT last chance for a rushed, tying 3 that Holiday missed."
"('Harris,Gary', 'ft', '1')","PLAYER_LAST missed STAT free throw, giving New Orleans STAT last chance for a rushed, tying 3 that Holiday missed."
"('Cousins,DeMarcus', 'pts', '30')","PLAYER_LAST capped a STAT point, 14 rebound performance with two late 3 pointers, the latter to tie it at 131 with 30.5 seconds left."
"('Cousins,DeMarcus', 'fg3', '3')","PLAYER_LAST capped a 30 point, 14 rebound performance with two late STAT pointers, the latter to tie it at 131 with 30.5 seconds left."
"('MIL', 'orb', '10')",Michael Beasley Giannis Antetokounmpo added _STAT_ rebounds for the Bucks.
"('Westbrook,Russell', 'pts', '12')"," PLAYER_LAST finished with STAT points, _STAT_ rebounds and _STAT_ assists to help the Thunder beat the Milwaukee Bucks 110 79."
"('Westbrook,Russell', 'trb', '13')", PLAYER_LAST finished with 12 STAT rebounds and STAT assists to help the Thunder beat the Milwaukee Bucks 110 79.
"('Westbrook,Russell', 'ast', '13')", PLAYER_LAST finished with 12 STAT rebounds and STAT assists to help the Thunder beat the Milwaukee Bucks 110 79.
"('Westbrook,Russell', 'trb', '13')", PLAYER_LAST finished with 12 STAT rebounds and STAT assists to help the Thunder beat the Milwaukee Bucks 110 79.
"('Westbrook,Russell', 'ast', '13')", PLAYER_LAST finished with 12 STAT rebounds and STAT assists to help the Thunder beat the Milwaukee Bucks 110 79.
"('Westbrook,Russell', 'pts', '12')","PLAYER_LAST had STAT points, eight rebounds and eight assists at halftime to help Oklahoma City take a 63 39 lead."
"('OKC', 'pts', '110')"," Westbrook finished with 12 points, _STAT_ rebounds and _STAT_ assists to help the Thunder beat the Milwaukee Bucks 110 79."
"('Westbrook,Russell', 'fg', '4')","Westbrook, the NBA's scoring leader, made just STAT field goals."
"('Kanter,Enes', 'pts', '17')"," PLAYER_FIRST PLAYER_LAST scored STAT points for the Thunder, who posted their largest victory margin of the season."
"('MIL', 'fg3', '3')",TIP INS Bucks: Made just 3 of 18 3 pointers and shot just 36 percent overall.
"('MIL', 'fg3', '3')",TIP INS Bucks: Made just 3 of 18 3 pointers and shot just 36 percent overall.
"('Beasley,Michael', 'pts', '14')",PLAYER_FIRST PLAYER_LAST scored STAT points and Giannis Antetokounmpo added _STAT_ points and _STAT_ rebounds for the Bucks.
"('Antetokounmpo,Giannis', 'pts', '11')",Michael Beasley scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for the Bucks.
"('Antetokounmpo,Giannis', 'trb', '10')",Michael Beasley PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Bucks.
"('Lee,Courtney', 'pts', '14')","PLAYER_FIRST PLAYER_LAST had STAT points for New York, and Maurice Ndour added _STAT_ points and _STAT_ rebounds in his first career start."
"('Morrow,Anthony', 'pts', '15')"," TIP INS Bulls: PLAYER_FIRST PLAYER_LAST scored STAT points, and Robin Lopez had 11."
"('NYK', 'pts', '100')","Carmelo Anthony scored 23 points, and the New York Knicks snapped the Bulls' four game win streak with a 100 91 victory on Tuesday night."
"('CHI', 'pts', '91')","Carmelo Anthony scored 23 points, and the New York Knicks snapped the Bulls' four game win streak with a 100 91 victory on Tuesday night."
"('Ndour,Maurice', 'pts', '13')","Courtney Lee had _STAT_ points for New York, and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds in his first career start."
"('Ndour,Maurice', 'trb', '12')","Courtney Lee had _STAT_ for New York, and PLAYER_FIRST PLAYER_LAST added STAT rebounds in his first career start."
"('Holiday,Justin', 'pts', '12')"," PLAYER_FIRST PLAYER_LAST had STAT points for the Knicks, and Mindaugas Kuzminskas finished with 11."
"('Anthony,Carmelo', 'pts', '23')","PLAYER_FIRST PLAYER_LAST scored STAT points, and the New York Knicks snapped the Bulls' four game win streak with a 100 91 victory on Tuesday night."
"('Butler,Jimmy', 'pts', '26')","All Star PLAYER_FIRST PLAYER_LAST scored STAT points for Chicago, and Nikola Mirotic had _STAT_ points and 10 rebounds."
"('Mirotic,Nikola', 'pts', '21')","All Star Jimmy Butler scored _STAT_ points for Chicago, and PLAYER_FIRST PLAYER_LAST had STAT points and 10 rebounds."
"('Mirotic,Nikola', 'trb', '10')","All Star Jimmy Butler scored _STAT_ for Chicago, and PLAYER_FIRST PLAYER_LAST had STAT rebounds."
"('Aldridge,LaMarcus', 'pts', '15')",PLAYER_LAST had STAT points and Gasol added _STAT_ points and 11 rebounds.
"('Gasol,Marc', 'pts', '11')",Aldridge had _STAT_ points and PLAYER_LAST added _STAT_ points and STAT rebounds.
"('Randolph,Zach', 'pts', '18')",PLAYER_LAST finished with STAT points and 16 rebounds.
"('Randolph,Zach', 'trb', '16')",PLAYER_LAST finished with STAT rebounds.
"('Mills,Patty', 'fg', '3')",Gasol and PLAYER_FIRST PLAYER_LAST each hit a STAT pointer in overtime to lead the Spurs to their third straight win.
"('Conley,Mike', 'pts', '19')",PLAYER_LAST had STAT points and six assists.
"('Conley,Mike', 'ast', '6')",PLAYER_LAST had STAT assists.
"('Gasol,Pau', 'pts', '12')",Aldridge had _STAT_ points and PLAYER_LAST added STAT points and 11 rebounds.
"('Gasol,Pau', 'trb', '11')",Aldridge had PLAYER_LAST added STAT rebounds.
"('UTA', 'fg3', '13')","The Trail Blazers took their only lead at 31 30, but a 13 2 Jazz run pushed the lead back to 10."
"('Hayward,Gordon', 'fg', '12')"," On the other end, PLAYER_LAST was an efficient STAT for 20 from the floor, including 4 for 6 from behind the arc."
"('Hayward,Gordon', 'fg3', '4')"," On the other end, PLAYER_LAST was an efficient 12 for 20 from the floor, including STAT for 6 from behind the arc."
"('Barnes,Matt', 'pts', '12')","PLAYER_FIRST PLAYER_LAST contributed STAT points, six rebounds and four assists, and Golden State could wrap up the West's No."
"('Barnes,Matt', 'trb', '6')","PLAYER_FIRST PLAYER_LAST contributed 12 STAT rebounds and four assists, and Golden State could wrap up the West's No."
"('Barnes,Matt', 'ast', '4')","PLAYER_FIRST PLAYER_LAST contributed 12 six rebounds and STAT assists, and Golden State could wrap up the West's No."
"('MIN', 'fg3', '4')",TIP INS Timberwolves: The Timberwolves shot only 4 for 19 from 3 point range.
"('Thompson,Klay', 'fg3', '7')","5, PLAYER_LAST hit STAT of 14 3 pointers    giving him at least four 3s in a career best six consecutive games."
"('West,David', 'ast', '6')","Matt Barnes contributed 12 STAT rebounds and four assists, and Golden State could wrap up the West's No."
"('West,David', 'trb', '4')","Matt Barnes contributed 12 six rebounds and STAT assists, and Golden State could wrap up the West's No."
"('Curry,Stephen', 'fg3', '3')","Warriors: In the first, PLAYER_LAST hit a shot from STAT quarters quart but after the whistle blew for a timeout."
"('Hield,Buddy', 'pts', '16')"," Willie Cauley Stein added _STAT_ points and STAT rebounds, while PLAYER_FIRST PLAYER_LAST scored STAT points and Georgios Papagiannis had 13."
"('Hield,Buddy', 'pts', '16')"," Willie Cauley Stein added _STAT_ points and STAT rebounds, while PLAYER_FIRST PLAYER_LAST scored STAT points and Georgios Papagiannis had 13."
"('Brussino,Nicolas', 'pts', '13')","PLAYER_FIRST PLAYER_LAST had a season high STAT points along with seven rebounds and five assists for Dallas, which played without Dirk Nowitzki."
"('Brussino,Nicolas', 'trb', '7')","PLAYER_FIRST PLAYER_LAST had a season high _STAT_ along with STAT rebounds and five assists for Dallas, which played without Dirk Nowitzki."
"('Brussino,Nicolas', 'ast', '5')","PLAYER_FIRST PLAYER_LAST had a season high _STAT_ along with seven rebounds and STAT assists for Dallas, which played without Dirk Nowitzki."
"('Cauley-Stein,Willie', 'pts', '12')"," PLAYER_FIRST Cauley Stein added STAT points and _STAT_ rebounds, while Buddy Hield scored _STAT_ points and Georgios Papagiannis had 13."
"('Cauley-Stein,Willie', 'trb', '16')"," PLAYER_FIRST Cauley Stein added STAT rebounds, while Buddy Hield scored STAT Georgios Papagiannis had 13."
"('Cauley-Stein,Willie', 'trb', '16')"," PLAYER_FIRST Cauley Stein added STAT rebounds, while Buddy Hield scored STAT Georgios Papagiannis had 13."
"('Williams,Marvin', 'fg3', '3')",PLAYER_LAST made a STAT quarters court shot to beat the buzzer at halftime.
"('Whiteside,Hassan', 'trb', '20')"," Said Whiteside: ""Coach told me, `Whiteside, we might need STAT rebounds from you.' So I said, `OK, check."
"('Walker,Kemba', 'pts', '18')"," Batum led Charlotte with 24 points, while All Star PLAYER_FIRST PLAYER_LAST had STAT points on 6 of 17 shooting."
"('Walker,Kemba', 'fg', '6')", Batum led Charlotte with 24 while All Star PLAYER_FIRST PLAYER_LAST had _STAT_ on STAT of 17 shooting.
"('Batum,Nicolas', 'pts', '24')"," PLAYER_LAST led Charlotte with STAT points, while All Star Kemba Walker had _STAT_ points on 6 of 17 shooting."
"('Batum,Nicolas', 'fg', '6')", PLAYER_LAST led Charlotte with 24 while All Star Kemba Walker had _STAT_ on STAT of 17 shooting.
"('Batum,Nicolas', 'fg3', '0')","After Nic PLAYER_LAST made the free throw for the technical, the Heat went on a 14 STAT run."
"('Williams,Marvin', 'pts', '15')"," WILLIAMS FINISHING STRONG PLAYER_LAST continues to finish the season strong, scoring STAT points and grabbing _STAT_ rebounds for the Hornets."
"('Williams,Marvin', 'trb', '12')"," WILLIAMS FINISHING STRONG PLAYER_LAST continues to finish the season strong, scoring grabbing STAT rebounds for the Hornets."
"('Smith,Ish', 'pts', '16')", PLAYER_FIRST PLAYER_LAST and Tobias Harris had STAT points each for Detroit.
"('TOR', 'fg3', '10')","The Pistons led 37 17 at the time of the switch, and the Raptors narrowed the margin to 10 at the half."
"('Harris,Tobias', 'pts', '16')", Ish Smith and PLAYER_FIRST PLAYER_LAST had STAT points each for Detroit.
"('Gasol,Marc', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST led Memphis with STAT points, and Zach Randolph had _STAT_ points and nine rebounds."
"('Randolph,Zach', 'pts', '20')"," Marc Gasol led Memphis with 23 points, and PLAYER_FIRST PLAYER_LAST had STAT points and nine rebounds."
"('Randolph,Zach', 'trb', '9')", Marc Gasol led Memphis with 23 and PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Oladipo,Victor', 'pts', '15')"," PLAYER_FIRST PLAYER_LAST had STAT points, his fifth straight game with at least 13 points."
"('Gasol,Marc', 'fg3', '3')","asol connected on his third STAT pointer of the game midway through the third quarter, giving him 100 for the season."
"('MEM', 'fg3', '9')", Marc Gasol led Memphis with 23 and Zach Randolph had nine rebounds.
"('Chandler,Wilson', 'pts', '16')",PLAYER_LAST had STAT points off the bench.
"('Gallinari,Danilo', 'pts', '23')","PLAYER_LAST had STAT points for the Nuggets, who are in ninth place and are fighting for the last playoff spot in the West."
"('Harris,Gary', 'pts', '17')",PLAYER_LAST finished with STAT points.
"('Hilario,Nene', 'pts', '16')",PLAYER_FIRST had STAT points.
"('Harden,James', 'ast', '10')",PLAYER_LAST had STAT assists for his league leading 61st double double.
"('DEN', 'fg3', '7')",The Nuggets made just 7 of 38 3 point attempts.
"('Nelson,Jameer', 'fg3', '2')",TIP INS Nuggets: PLAYER_LAST returned after missing the last STAT games with a sprained right calf.
"('Irving,Kyrie', 'pts', '19')", PLAYER_FIRST PLAYER_LAST added STAT points and five assists.
"('Irving,Kyrie', 'ast', '5')", PLAYER_FIRST PLAYER_LAST added STAT assists.
"('Jones,James', 'fg3', '0')", TIP INS Cavaliers: It was James' 22nd 30 point game.
"('Thomas,Isaiah', 'fg', '9')","PLAYER_LAST went 5 of STAT from the field in first quarter, while the rest of his teammates were just 3 of 12."
"('Thomas,Isaiah', 'pts', '26')",PLAYER_FIRST PLAYER_LAST led the Celtics with STAT points.
"('Young,James', 'fg', '0')", TIP INS Cavaliers: It was James' 22nd 30 point game.
"('Young,James', 'fg3', '0')", TIP INS Cavaliers: It was James' 22nd 30 point game.
"('Young,James', 'pts', '0')", TIP INS Cavaliers: It was James' 22nd 30 point game.
"('Aldridge,LaMarcus', 'pts', '8')","Leonard finished with _STAT_ points in 14 minutes, and PLAYER_LAST had STAT points and six rebounds in 16 minutes."
"('Aldridge,LaMarcus', 'trb', '6')","Leonard finished with _STAT_ in 14 minutes, and PLAYER_LAST had eight STAT rebounds in 16 minutes."
"('Nance,Larry', 'pts', '15')",PLAYER_LAST finished with STAT points and nine rebounds and Randle had _STAT_ points and eight rebounds.
"('Nance,Larry', 'trb', '9')",PLAYER_LAST finished with STAT rebounds and Randle had eight rebounds.
"('Leonard,Kawhi', 'pts', '11')","PLAYER_LAST finished with STAT points in 14 minutes, and Aldridge had eight points and six rebounds in 16 minutes."
"('Bertans,Davis', 'blk', '1')","PLAYER_FIRST PLAYER_LAST has 25 blocks, STAT more than Leonard had his rookie season."
"('Leonard,Kawhi', 'fg3', '1')","Davis Bertans has 25 blocks, STAT more than PLAYER_LAST had his rookie season."
"('Leonard,Kawhi', 'blk', '1')","Davis Bertans has 25 blocks, STAT more than PLAYER_LAST had his rookie season."
"('Randle,Julius', 'pts', '11')",Nance finished with _STAT_ points and nine rebounds and PLAYER_LAST had STAT points and eight rebounds.
"('Randle,Julius', 'trb', '8')",Nance finished with nine rebounds and PLAYER_LAST had STAT rebounds.
"('Black,Tarik', 'pts', '5')","PLAYER_FIRST PLAYER_LAST was also listed as questionable with a mild sprained left knee, but had STAT points in 27 minutes."
"('Williams,Alan', 'pts', '16')",PLAYER_FIRST PLAYER_LAST scored STAT and grabbed a career best _STAT_ rebounds for Phoenix.
"('Williams,Alan', 'trb', '17')",PLAYER_FIRST PLAYER_LAST scored 16 and grabbed a career best STAT rebounds for Phoenix.
"('Thompson,Klay', 'fg', '9')","Thompson's 3, only his second in STAT tries, made it 112 107 and Phoenix never got closer than five again."
"('Ulis,Tyler', 'pts', '20')",A 10 0 Phoenix run sliced Golden State's advantage to 104 101 on Ulis' STAT footer with 5:01 to play.
"('GSW', 'fg3', '13')",Golden State led by 13 entering the fourth quarter.
"('Thompson,Klay', 'pts', '22')","PLAYER_FIRST PLAYER_LAST scored STAT for the Warriors, including a critical late 3 pointer."
"('Brussino,Nicolas', 'fg', '3')",PLAYER_FIRST PLAYER_LAST rallied them within 10 on a STAT pointer from the left corner as the shot clock expired.
"('Barea,J.J.', 'pts', '14')"," Ferrell finished with STAT points, matching JJ Barea."
"('Brussino,Nicolas', 'fg', '3')",Griffin answered with a STAT of his own before PLAYER_LAST made another STAT and the Mavs were down nine.
"('Brussino,Nicolas', 'fg', '3')",Griffin answered with a STAT of his own before PLAYER_LAST made another STAT and the Mavs were down nine.
"('Jordan,DeAndre', 'trb', '20')",Redick added PLAYER_FIRST PLAYER_LAST had STAT rebounds in the Clippers' fourth straight victory and eighth in 10 games.
"('Redick,J.J.', 'pts', '25')",PLAYER_LAST added STAT points and DeAndre Jordan had _STAT_ rebounds in the Clippers' fourth straight victory and eighth in 10 games.
"('Paul,Chris', 'pts', '22')",PLAYER_FIRST PLAYER_LAST had STAT points and 11 assists.
"('Paul,Chris', 'ast', '11')",PLAYER_FIRST PLAYER_LAST had STAT assists.
"('Redick,J.J.', 'fg', '6')",Clippers: PLAYER_LAST is STAT 3 pointers (194) from tying his career high and single season franchise record of 200 made.
"('Ferrell,Yogi', 'pts', '14')"," PLAYER_LAST finished with STAT points, matching JJ Barea."
"('Speights,Marreese', 'fg', '3')","PLAYER_FIRST PLAYER_LAST opened the fourth with a STAT pointer that pushed the Clippers' lead to 20, their largest of the game."
"('Barnes,Harrison', 'pts', '15')",PLAYER_FIRST PLAYER_LAST led the Mavs with STAT points despite five fouls.
"('Holmes,Richaun', 'pts', '10')",Philadelphia's PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds.
"('Holmes,Richaun', 'trb', '10')",Philadelphia's PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds.
"('Holmes,Richaun', 'pts', '10')",Philadelphia's PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds.
"('Holmes,Richaun', 'trb', '10')",Philadelphia's PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds.
"('Mirotic,Nikola', 'pts', '22')","Jerian Grant scored _STAT_ points starting for Rondo, PLAYER_FIRST PLAYER_LAST scored STAT and the Bulls took a 14 point lead in the first half."
"('Luwawu-Cabarrot,Timothe', 'pts', '18')",PLAYER_FIRST Luwawu Cabarrot led the Sixers with STAT points.
"('PHI', 'orb', '10')",Philadelphia's Richaun Holmes had _STAT_ rebounds.
"('PHI', 'orb', '10')",Philadelphia's Richaun Holmes had _STAT_ rebounds.
"('PHI', 'fg3', '7')",The Bulls have defeated the Sixers seven straight times in Philadelphia.
"('Portis,Bobby', 'pts', '12')",DOUBLE DOUBLES Chicago's PLAYER_FIRST PLAYER_LAST had STAT points and 11 rebounds.
"('Portis,Bobby', 'trb', '11')",DOUBLE DOUBLES Chicago's PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Grant,Jerian', 'pts', '15')","PLAYER_FIRST PLAYER_LAST scored STAT points starting for Rondo, Nikola Mirotic scored 22 and the Bulls took a 14 point lead in the first half."
"('Gordon,Aaron', 'fg3', '0')",But it was the Magic point guard's pass to PLAYER_LAST at the end of a fast break that brought the house down.
"('Meeks,Jodie', 'pts', '20')", PLAYER_FIRST PLAYER_LAST contributed STAT points to help Orlando end a five game losing skid.
"('Lin,Jeremy', 'pts', '32')","PLAYER_FIRST PLAYER_LAST led Brooklyn with STAT points, and Caris LeVert added 20."
